CASENAME,COMN,Similarity,token_sort_ratio
MONARK BOAT CO,MONARK BOAT CO,1,1
MONFORT OF COLORADO,MONFORT OF COLORADO INC,1,1
MONOLITH PORTLAND CEMENT CO.,MONOLITH PORTLAND CEMENT CO,1,1
MONONGAHELA POWER CO,MONONGAHELA POWER,1,1
MONONGAHELA POWER COMPANY,MONONGAHELA POWER,1,1
"MONROC, INC.",MONROC INC,1,1
MONROE AUTO EQUIPMENT CO,MONROE AUTO EQUIPMENT CO,1,1
MONROE AUTO EQUIPMENT CO.,MONROE AUTO EQUIPMENT CO,1,1
MONSANTO CO,MONSANTO CO,1,1
MONSANTO CO.,MONSANTO CO,1,1
MONTANA POWER CO,MONTANA POWER CO,1,1
MONTANA POWER CO.,MONTANA POWER CO,1,1
MONTANA POWER COMPANY,MONTANA POWER CO,1,1
MORGAN PRODUCTS,MORGAN PRODUCTS LTD,1,1
MORTON INTERNATIONAL,MORTON INTERNATIONAL INC,1,1
"MORTON INTERNATIONAL, INC.",MORTON INTERNATIONAL INC,1,1
MOSAIC,MOSAIC CO,1,1
"MOSLER, INC.",MOSLER INC,1,1
MOTOR WHEEL CORPORATION,MOTOR WHEEL CORP,1,1
"MOUNTAIN EAGLE, INC.",EAGLE MOUNTAIN CORP,1,1
MSL INDUSTRIES INC,MSL INDUSTRIES INC,1,1
MSX INTERNATIONAL,MSX INTERNATIONAL INC,1,1
"MSX International, Inc.",MSX INTERNATIONAL INC,1,1
MULTRONICS INC,MULTRONICS INC,1,1
MURPHY INDUSTRIES,MURPHY INDUSTRIES INC,1,1
MURPHY INDUSTRIES  INC.,MURPHY INDUSTRIES INC,1,1
"MURPHY INDUSTRIES, INC.",MURPHY INDUSTRIES INC,1,1
MURPHY OIL  CO,MURPHY OIL CO LTD,1,1
"MURRAY OHIO MFG., CO.",MURRAY OHIO MFG CO,1,1
"MUZAK, LLC",MUZAK LLC,1,1
MWI Veterinary Supply Co.,MWI VETERINARY SUPPLY,1,1
MYERS INDUSTRIES,MYERS INDUSTRIES INC,1,1
Macerich Company,MACERICH CO,1,1
Macy's,MACY'S INC,1,1
Macy's Inc.,MACY'S INC,1,1
Macys,MACY'S INC,1,1
Madison Square Garden,MADISON SQUARE GARDEN,1,1
Magna,MAGNA CORP,1,1
Magnetic Metals,MAGNETIC METALS CO,1,1
Majestic Star Casino,MAJESTIC STAR CASINO LLC,1,1
Mallinckrodt Inc.,MALLINCKRODT INC,1,1
Mapco Inc.,MAPCO INC,1,1
Marathon Oil Co.,MARATHON OIL CORP,1,1
"Marathon Petroleum Co., LLC",MARATHON PETROLEUM CORP,1,1
Martin Brower Company L.L.C.,MARTIN BROWER CORP,1,1
Martin Marietta Materials,MARTIN MARIETTA MATERIALS,1,1
"Martin Marietta Materials, Inc",MARTIN MARIETTA MATERIALS,1,1
"Martin Marietta Materials, Inc.",MARTIN MARIETTA MATERIALS,1,1
Masonite Corporation,MASONITE CORP,1,1
Massachusetts Electric Company,MASSACHUSETTS ELECTRIC CO,1,1
"Master Graphics, LLC",MASTER GRAPHICS INC,1,1
Matson,MATSON INC,1,1
Mattress  Discounters,MATTRESS DISCOUNTERS CORP,1,1
McKesson,MCKESSON CORP,1,1
McKesson Corporation,MCKESSON CORP,1,1
MeadWestvaco Corporation,MEADWESTVACO CORP,1,1
"MedSource Technologies, Inc.",MEDSOURCE TECHNOLOGIES INC,1,1
Medco Health Solutions,MEDCO HEALTH SOLUTIONS INC,1,1
"Medco Health Solutions, Inc.",MEDCO HEALTH SOLUTIONS INC,1,1
"Medcor, Inc.",MEDCOR INC,1,1
Mediacom Communications Corp.,MEDIACOM COMMUNICATIONS CORP,1,1
Medical Action Industries Inc.,MEDICAL ACTION INDUSTRIES,1,1
Meenan Oil,MEENAN OIL INC,1,1
Meenan Oil Co.,MEENAN OIL INC,1,1
Meridian Services Inc.,MERIDIAN CO LTD,1,1
Merrill Corporation,MERRILL CORPORATION,1,1
Metaldyne Corporation,METALDYNE CORP,1,1
Metro Networks,METRO NETWORKS INC,1,1
"Metro Networks, Inc.",METRO NETWORKS INC,1,1
Michigan Consolidated Gas Co.,MICHIGAN CONSOLIDATED GAS CO,1,1
Midas,MIDAS INC,1,1
Midwest Coca-Cola Bottling Co.,COCA-COLA BOTTLING MIDWEST,1,1
Milton Roy,MILTON ROY CO,1,1
"Mobile Mini, Inc.",MOBILE MINI INC,1,1
Modine Manufacturing Company,MODINE MANUFACTURING CO,1,1
Mohawk Industries,MOHAWK INDUSTRIES INC,1,1
"Mondelez International, Inc.",MONDELEZ INTERNATIONAL INC,1,1
Monongahela Power Company,MONONGAHELA POWER,1,1
Movie Gallery,MOVIE GALLERY INC,1,1
Mueller Industries,MUELLER INDUSTRIES,1,1
Muzak,MUZAK LLC,1,1
"Muzak, LLC",MUZAK LLC,1,1
"N.C.I. BUILDING SYSTEMS, INC.",NCI BUILDING SYSTEMS INC,1,1
NABISCO BRANDS,NABISCO BRANDS INC,1,1
NABISCO BRANDS  INC.,NABISCO BRANDS INC,1,1
"NABISCO BRANDS, INC.",NABISCO BRANDS INC,1,1
NABISCO INC,NABISCO INC,1,1
"NABISCO, INC",NABISCO INC,1,1
"NABISCO, INC.",NABISCO INC,1,1
NALCO CHEMICAL CO,NALCO CHEMICAL CO,1,1
NARRAGANSETT ELECTRIC CO.,NARRAGANSETT ELECTRIC,1,1
NASH FINCH COMPANY,NASH FINCH CO,1,1
NASHVILLE GAS CO,NASHVILLE GAS CO,1,1
NATCO INDUSTRIES INC,NATCO INDUSTRIES INC,1,1
"NATCO INDUSTRIES, INC.",NATCO INDUSTRIES INC,1,1
NATIONAL BRANDS,NATIONAL BRANDS INC,1,1
NATIONAL BRANDS INC,NATIONAL BRANDS INC,1,1
NATIONAL BY-PRODUCTS,NATIONAL BY-PRODUCTS INC,1,1
"NATIONAL BY-PRODUCTS, INC.",NATIONAL BY-PRODUCTS INC,1,1
NATIONAL CAN COMPANY,NATIONAL CAN CORP,1,1
NATIONAL CAN CORP,NATIONAL CAN CORP,1,1
NATIONAL CAN CORP.,NATIONAL CAN CORP,1,1
NATIONAL CAR RENTAL SYSTEMS  INC.,NATIONAL CAR RENTAL SYSTEMS,1,1
NATIONAL CAR RENTAL SYSTEMS INC,NATIONAL CAR RENTAL SYSTEMS,1,1
"NATIONAL CAR RENTAL SYSTEMS, INC",NATIONAL CAR RENTAL SYSTEMS,1,1
"NATIONAL CAR RENTAL SYSTEMS, INC.",NATIONAL CAR RENTAL SYSTEMS,1,1
"NATIONAL DENTEX, INC.",NATIONAL DENTEX CORP,1,1
NATIONAL EDUCATION ASSOC,NATIONAL EDUCATION CORP,1,1
NATIONAL GAS & OIL CORPORATION,NATIONAL GAS & OIL CO,1,1
NATIONAL GUARDIAN CORP.,NATIONAL GUARDIAN CORP,1,1
NATIONAL GYPSUM,NATIONAL GYPSUM CO,1,1
NATIONAL GYPSUM COMPANY,NATIONAL GYPSUM CO,1,1
NATIONAL HOME HEALTH CARE,NATIONAL HOME HEALTH CARE,1,1
"NATIONAL MEDICAL CARE, INC.",NATIONAL MEDICAL CARE,1,1
"NATIONAL MICRONETICS, INC.",NATIONAL MICRONETICS INC,1,1
NATIONAL MINE SERVICE,NATIONAL MINE SERVICE CO,1,1
NATIONAL MINE SERVICE CO,NATIONAL MINE SERVICE CO,1,1
"NATIONAL MINE SERVICE, INC.",NATIONAL MINE SERVICE CO,1,1
NATIONAL PROCESSING CO.,NATIONAL PROCESSING INC,1,1
NATIONAL PROCESSING COMPANY,NATIONAL PROCESSING INC,1,1
NATIONAL PROCESSING CORP.,NATIONAL PROCESSING INC,1,1
"NATIONAL RECORD MART, INC.",NATIONAL RECORD MART INC,1,1
NATIONAL SANITARY SUPPLY CO.,NATIONAL SANITARY SUPPLY CO,1,1
NATIONAL SERVICE INDUSTRIES,NATIONAL INDUSTRIES INC,1,1
NATIONAL SERVICES INDUSTRIES INC,NATIONAL INDUSTRIES INC,1,1
NATIONAL STARCH & CHEMICAL,NATIONAL STARCH & CHEMICAL,1,1
NATIONAL STARCH & CHEMICAL COMPANY,NATIONAL STARCH & CHEMICAL,1,1
NATIONAL TELEPHONE CO INC,NATIONAL TELEPHONE INC,1,1
NATIONAL WINE & SPIRITS CORP.,NATIONAL WINE & SPIRITS INC,1,1
NATIONAL-STANDARD CO.,NATIONAL-STANDARD CO,1,1
NATURAL GAS CORP,GAS NATURAL INC,1,1
NAVISTAR INTERNATIONAL,NAVISTAR INTERNATIONAL CORP,1,1
"NCA, INC.",NCA CORP,1,1
NCH,NCH CORP,1,1
NCR,NCR CORP,1,1
NCR CORP,NCR CORP,1,1
NCR CORP.,NCR CORP,1,1
NCR CORPORATION,NCR CORP,1,1
NCR Corporation,NCR CORP,1,1
NEENAH FOUNDRY CO.,NEENAH FOUNDRY CO,1,1
NELLCOR PURITAN BENNETT,NELLCOR PURITAN BENNETT INC,1,1
NENDELS CORP.,NENDELS CORPORATION,1,1
"NES Rentals Holdings, Inc.",NES RENTALS HOLDINGS INC,1,1
NEVADA POWER COMPANY,NEVADA POWER CO,1,1
NEW ENGLAND NUCLEAR CORP,NEW ENGLAND NUCLEAR CORP,1,1
NEW ENGLAND POWER SERVICE,NEW ENGLAND POWER CO,1,1
NEW ENGLAND POWER SERVICE CO.,NEW ENGLAND POWER CO,1,1
NEW WORLD PASTA,NEW WORLD PASTA CO,1,1
NEWMONT GOLD CO.,NEWMONT GOLD CO,1,1
"NEWPORT CO., INC.",NEWPORT CORP,1,1
NEWPORT NEWS SHIPBUILDING,NEWPORT NEWS SHIPBUILDING,1,1
NEWS INC,NEWS CORP,1,1
NIAGARA FRONTIER SERVICES,NIAGARA FRONTIER SERVICES,1,1
"NIBCO, INC.",NIBCO INC,1,1
NICHOLS-HOMESHIELD,NICHOLS-HOMESHIELD INC,1,1
"NICHOLS-HOMESHIELD, INC.",NICHOLS-HOMESHIELD INC,1,1
NISSAN MOTOR CORP,NISSAN MOTOR CO LTD,1,1
NISSAN MOTOR CORP LTD,NISSAN MOTOR CO LTD,1,1
NISSAN MOTOR CORPORATION,NISSAN MOTOR CO LTD,1,1
NITRON SERVICE INC,NITRON INC,1,1
"NITRON, INC.",NITRON INC,1,1
"NL INDUSTRIES, INC.",NL INDUSTRIES,1,1
NOBLE CORP.,NOBLE CORP PLC,1,1
NOLAND CO,NOLAND CO,1,1
NORDSTROM,NORDSTROM INC,1,1
"NORDSTROM, INC",NORDSTROM INC,1,1
"NORDSTROM, INC.",NORDSTROM INC,1,1
NORRIS INDUSTRIES,NORRIS INDUSTRIES INC,1,1
NORRIS INDUSTRIES INC,NORRIS INDUSTRIES INC,1,1
"NORRIS INDUSTRIES, INC",NORRIS INDUSTRIES INC,1,1
NORTEK INC,NORTEK INC,1,1
NORTH  AMERICAN CAR CORP,NORTH AMERICAN CAR CORP,1,1
NORTH AMERICAN CAR CORP,NORTH AMERICAN CAR CORP,1,1
"NORTH AMERICAN PHILIPS CO., INC.",NORTH AMERICAN PHILIPS CORP,1,1
NORTH AMERICAN PHILIPS CORP.,NORTH AMERICAN PHILIPS CORP,1,1
"NORTH AMERICAN VACCINE, INC.",NORTH AMERICAN VACCINE INC,1,1
NORTH FACE,NORTH FACE INC,1,1
"NORTH FACE, INC.",NORTH FACE INC,1,1
"NORTHROP GRUMMAN, CORP.",NORTHROP GRUMMAN CORP,1,1
NORTON CO,NORTON CO,1,1
"NRG Energy Services, LLC",NRG ENERGY INC,1,1
"NRG Energy, Inc.",NRG ENERGY INC,1,1
"NUCLEAR PHARMACY, INC.",NUCLEAR PHARMACY INC,1,1
NUCLEAR RESEARCH,NUCLEAR RESEARCH ASSOC,1,1
NUTMEG INDUSTRIES INC,NUTMEG INDUSTRIES INC,1,1
NUTRI/SYSTEM,NUTRI/SYSTEM INC,1,1
NVE Inc.,NVE CORP,1,1
NYNEX,NYNEX CORP,1,1
Nabisco,NABISCO INC,1,1
"Nabisco, Inc.",NABISCO INC,1,1
Nash Finch Company,NASH FINCH CO,1,1
"National Distributing Co., Inc",NATIONAL DISTRIBUTING INC,1,1
"National Distributing Company,",NATIONAL DISTRIBUTING INC,1,1
National Grid,NATIONAL GRID,1,1
National Gypsum Co.,NATIONAL GYPSUM CO,1,1
National Gypsum Company,NATIONAL GYPSUM CO,1,1
"NationsRent, Inc.",NATIONSRENT INC,1,1
"Nationsrent, Inc.",NATIONSRENT INC,1,1
Nevada Power Company,NEVADA POWER CO,1,1
"Nevada Power, Inc.",NEVADA POWER CO,1,1
Nielsen Media Research,NIELSEN MEDIA RESEARCH INC,1,1
Norbord,NORBORD INC,1,1
Nordstrom,NORDSTROM INC,1,1
"Nordstrom, Inc.",NORDSTROM INC,1,1
Northrop Grumman,NORTHROP GRUMMAN CORP,1,1
Northrop Grumman Corporation,NORTHROP GRUMMAN CORP,1,1
Northwest Pipe Company,NORTHWEST PIPE CO,1,1
"Nova Chemicals, Inc.",NOVA CHEMICALS CORP,1,1
"NuCo2, Inc.",NUCO2 INC,1,1
O'SULLIVAN CORP.,O'SULLIVAN CORP,1,1
O'SULLIVAN CORPORATION,O'SULLIVAN CORP,1,1
OASIS PETROLEUM CORP,OASIS PETROLEUM INC,1,1
OASIS PETROLEUM CORP.,OASIS PETROLEUM INC,1,1
OBIE MEDIA,OBIE MEDIA CORP,1,1
"OFFICE CLUB, INC.",OFFICE CLUB INC,1,1
OFFICE DEPOT,OFFICE DEPOT INC,1,1
"OFFICE DEPOT, INC.",OFFICE DEPOT INC,1,1
OHIO BRASS CO,OHIO BRASS CO,1,1
OHIO EDISON CO.,OHIO EDISON CO,1,1
OHIO EDISON COMPANY,OHIO EDISON CO,1,1
OHIO POWER CO,OHIO POWER,1,1
OHIO POWER COMPANY,OHIO POWER,1,1
"OLD HOME FOODS, INC.",OLD HOME FOODS INC,1,1
OLIN CORP.,OLIN CORP,1,1
OLIN CORPORATION,OLIN CORP,1,1
OLYMPIC STEEL,OLYMPIC STEEL INC,1,1
"OLYMPIC STEEL, INC.",OLYMPIC STEEL INC,1,1
OMEGA CABINETS,OMEGA CABINETS LTD,1,1
"OMEGA PROTEIN, INC.",OMEGA PROTEIN CORP,1,1
OMI INC,OMI CORP,1,1
OMNI Energy Services Corp.,OMNI ENERGY SERVICES CORP,1,1
"OMNICARE, INC.",OMNICARE INC,1,1
OMNOVA Solutions,OMNOVA SOLUTIONS INC,1,1
"OMNOVA Solutions, Inc.",OMNOVA SOLUTIONS INC,1,1
ONAN CORP,ONAN CORP,1,1
ONAN CORPORATION,ONAN CORP,1,1
ONCOR ELECTRIC DELIVERY COMPANY LLC,ONCOR ELECTRIC DELIVERY CO,1,1
OPTICAL CABLE CORP.,OPTICAL CABLE CORP,1,1
ORANGE CO,ORANGE,1,1
ORBIS CORPORATION,ORBIS INC,1,1
"ORCHIDS PAPER PRODUCTS, INC.",ORCHIDS PAPER PRODUCTS,1,1
OREGON STEEL MILLS,OREGON STEEL MILLS INC,1,1
ORION PICTURES,ORION PICTURES CORP,1,1
"ORION PICTURES, INC.",ORION PICTURES CORP,1,1
ORMET CORPORATION,ORMET CORP,1,1
ORTHOPEDIC TECHNOLOGY,ORTHOPEDIC TECHNOLOGY INC,1,1
ORTHOPEDIC TECHNOLOGY INC.,ORTHOPEDIC TECHNOLOGY INC,1,1
OSCAR MAYER & CO,MAYER (OSCAR) & CO,1,1
OTIS ELEVATOR CO,OTIS ELEVATOR CO,1,1
OTIS Elevator,OTIS ELEVATOR CO,1,1
OUR OWN HARDWARE CO,OUR OWN HARDWARE CO,1,1
OUTBOARD MARINE CORP,OUTBOARD MARINE CORP,1,1
"OUTLET BROADCASTING CO., INC.",OUTLET BROADCASTING INC,1,1
OUTLET CO,OUTLET CO,1,1
OVERNITE TRANSPORTATION,OVERNITE TRANSPORTATION,1,1
OVERNITE TRANSPORTATION CO.,OVERNITE TRANSPORTATION,1,1
OVERNITE TRANSPORTATION COMPANY,OVERNITE TRANSPORTATION,1,1
OVERNITE TRANSPORTATION CORPORATION,OVERNITE TRANSPORTATION,1,1
"OVERNITE TRANSPORTATION, INC.",OVERNITE TRANSPORTATION,1,1
"OVERNITE, INC.",OVERNITE CORP,1,1
"OWEN HEALTHCARE, INC.",OWEN HEALTHCARE INC,1,1
OWENS CORNING,OWENS CORNING,1,1
"OWENS-ILLINOIS, INC",OWENS-ILLINOIS INC,1,1
"OWENS-ILLINOIS, INC.",OWENS-ILLINOIS INC,1,1
OXFORD INDUSTRIES INC,OXFORD INDUSTRIES INC,1,1
Oceaneering International Inc.,OCEANEERING INTERNATIONAL,1,1
"Odwalla, Inc.",ODWALLA INC,1,1
Office Depot,OFFICE DEPOT INC,1,1
Office Depot Inc.,OFFICE DEPOT INC,1,1
"Office Depot, Inc.",OFFICE DEPOT INC,1,1
Ohio Edison,OHIO EDISON CO,1,1
Ohio Edison Company,OHIO EDISON CO,1,1
Ohio Power Company,OHIO POWER,1,1
Okonite Company,OKONITE CO,1,1
Olin Corporation,OLIN CORP,1,1
Olympic Steel Company,OLYMPIC STEEL INC,1,1
"Omega Protein, Inc.",OMEGA PROTEIN CORP,1,1
"Omnova Solutions, Inc.",OMNOVA SOLUTIONS INC,1,1
Oncor Electric Delivery,ONCOR ELECTRIC DELIVERY CO,1,1
Opta Minerals,OPTA MINERALS INC,1,1
"Oregon Steel Mills, Inc.",OREGON STEEL MILLS INC,1,1
Orthovita Corporation,ORTHOVITA INC,1,1
Overnite Transportation,OVERNITE TRANSPORTATION,1,1
Overnite Transportation Co.,OVERNITE TRANSPORTATION,1,1
Owens & Minor,OWENS & MINOR INC,1,1
Owens Corning,OWENS CORNING,1,1
"P & A INDUSTRIES, INC.",P & A INDUSTRIES INC,1,1
P & C FOOD MARKETS INC,P & C FOOD MARKETS,1,1
"P.P.G. INDUSTRIES, INC.",PPG INDUSTRIES INC,1,1
PACCAR,PACCAR INC,1,1
PACE MEMBERSHIP WAREHOUSE,PACE MEMBERSHIP WAREHOUSE,1,1
"PACE MEMBERSHIP WAREHOUSE, INC.",PACE MEMBERSHIP WAREHOUSE,1,1
PACESETTER INDUSTRIES INC,PACESETTER INDUSTRIES INC,1,1
PACIFIC BELL,PACIFIC BELL,1,1
PACIFIC GAMBLE ROBINSON CO,PACIFIC GAMBLE ROBINSON CO,1,1
PACIFIC GAS & ELECTRIC COMPANY,PACIFIC GAS & ELECTRIC CO,1,1
"PACIFIC TELECOM, INC",PACIFIC TELECOM INC,1,1
"PACIFIC TELECOM, INC.",PACIFIC TELECOM INC,1,1
PACIFICORP,PACIFICORP,1,1
"PACKAGING CORP., OF AMERICA",PACKAGING CORP OF AMERICA,1,1
PACKAGING CORPORATION OF AMERICA,PACKAGING CORP OF AMERICA,1,1
PACTIV,PACTIV CORP,1,1
PACTIV CORPORATION,PACTIV CORP,1,1
PAGE AIRWAYS INC,PAGE AIRWAYS INC,1,1
PANAVISION,PANAVISION INC,1,1
"PANAVISION, INC",PANAVISION INC,1,1
"PAPERCRAFT, INC.",PAPERCRAFT CORP,1,1
"PARAGON TRADE BRANDS, INC.",PARAGON TRADE BRANDS INC,1,1
"PARALLEL TECHNOLOGIES, INC.",PARALLEL TECHNOLOGIES INC,1,1
PARAMOUNT PACKAGING CORPORATION,PARAMOUNT PACKAGING,1,1
PARGAS,PARGAS INC,1,1
PARGAS INC,PARGAS INC,1,1
"PARGAS, INC",PARGAS INC,1,1
"PARGAS, INC.",PARGAS INC,1,1
PARKER-HANNIFIN CORP.,PARKER-HANNIFIN CORP,1,1
PARKWAY CORP.,PARKWAY INC,1,1
"PARLUX FRAGRANCES, INC.",PARLUX FRAGRANCES INC,1,1
PASTA & CHEESE,PASTA & CHEESE INC,1,1
"PASTA & CHEESE, INC",PASTA & CHEESE INC,1,1
PATRICK INDUSTRIES INC,PATRICK INDUSTRIES INC,1,1
"PATRICK INDUSTRIES, INC",PATRICK INDUSTRIES INC,1,1
"PAUL HARRIS STORES, INC.",PAUL HARRIS STORES,1,1
PAYCO AMERICAN CORP.,PAYCO AMERICAN CORP,1,1
"PCI, INC.",PCI SERVICES INC,1,1
PEABODY COAL CO,PEABODY COAL CO,1,1
PEABODY COAL CO.,PEABODY COAL CO,1,1
PEABODY COAL COMPANY,PEABODY COAL CO,1,1
PEABODY INTERNATIONAL CORP.,PEABODY INTERNATIONAL CORP,1,1
PEAVEY CO,PEAVEY CO,1,1
PEAVEY COMPANY,PEAVEY CO,1,1
PEBBLE BEACH CO.,PEBBLE BEACH CORP,1,1
PECO ENERGY,PECO ENERGY CO,1,1
PECO ENERGY COMPANY,PECO ENERGY CO,1,1
PECO Energy,PECO ENERGY CO,1,1
"PEEBLES, INC.",PEEBLES INC,1,1
PEERLESS TUBE CO,PEERLESS TUBE CO,1,1
"PEERLESS TUBE CO., INC.",PEERLESS TUBE CO,1,1
PEN-TAB INDUSTRIES,PEN-TAB INDUSTRIES INC,1,1
PENNSYLVANIA POWER CO,PENNSYLVANIA POWER CO,1,1
"PENNSYLVANIA, INC.",PENNSYLVANIA CO,1,1
PENNZOIL-QUAKER STATE COMPANY,PENNZOIL-QUAKER STATE CO,1,1
PEOPLE'S GAS LIGHT & COKE CO,PEOPLES GAS LIGHT & COKE CO,1,1
PEOPLES CHOICE T.V.,PEOPLES CHOICE TV CORP,1,1
PEOPLES DRUG STORES INC,PEOPLES DRUG STORES INC,1,1
"PEOPLES DRUG STORES, INC.",PEOPLES DRUG STORES INC,1,1
"PEP BOYS-MANNY, MOE & JACK",PEP BOYS-MANNY MOE & JACK,1,1
"PEPSI BOTTLING GROUP, INC.",PEPSI BOTTLING GROUP INC,1,1
PEPSICO,PEPSICO INC,1,1
"PEPSICO, INC.",PEPSICO INC,1,1
PERMEATOR CORP,PERMEATOR CORP,1,1
PERRIGO CO.,PERRIGO CO PLC,1,1
PERRY DRUG STORES INC,PERRY DRUG STORES,1,1
"PERRY DRUG STORES, INC.",PERRY DRUG STORES,1,1
PET INC,PET INC,1,1
PET INC.,PET INC,1,1
"PET, INC.",PET INC,1,1
PETROLANE,PETROLANE INC,1,1
PETROLANE INC,PETROLANE INC,1,1
"PETROLANE, INC",PETROLANE INC,1,1
"PETROLANE, INC.",PETROLANE INC,1,1
PETROLITE CORP,PETROLITE CORP,1,1
PETROLITE CORP.,PETROLITE CORP,1,1
"PETSMART, INC.",PETSMART INC,1,1
PFIZER INC.,PFIZER INC,1,1
"PFIZER, INC.",PFIZER INC,1,1
"PHARMACAPS, INC.",PHARMACAPS INC,1,1
PHELPS DODGE CORP,PHELPS DODGE CORP,1,1
"PHELPS DODGE, INC.",PHELPS DODGE CORP,1,1
PHILIP A HUNT CHEMICAL CORP,HUNT (PHILIP A.) CHEMICAL,1,1
PHILIPS INDUSTRIES,PHILIPS INDUSTRIES INC,1,1
PHILIPS INDUSTRIES INC,PHILIPS INDUSTRIES INC,1,1
"PHILIPS INDUSTRIES, INC",PHILIPS INDUSTRIES INC,1,1
PICCADILLY CAFETERIAS INC,PICCADILLY CAFETERIAS INC,1,1
"PICCADILLY CAFETERIAS, INC",PICCADILLY CAFETERIAS INC,1,1
"PICO PRODUCTS, INC.",PICO PRODUCTS INC,1,1
PILGRIM'S PRIDE CORPORATION,PILGRIM'S PRIDE CORP,1,1
PILLOWTEX,PILLOWTEX CORP,1,1
PILLOWTEX CORPORATION,PILLOWTEX CORP,1,1
PILLSBURY CO,PILLSBURY CO,1,1
"PILLSBURY CO, INC",PILLSBURY CO,1,1
PILLSBURY CO.,PILLSBURY CO,1,1
PILLSBURY COMPANY,PILLSBURY CO,1,1
PINKERTON'S INC,PINKERTONS INC,1,1
PINKERTON'S INC.,PINKERTONS INC,1,1
"PINKERTON'S, INC",PINKERTONS INC,1,1
"PINKERTON'S, INC.",PINKERTONS INC,1,1
PINKERTONS INC,PINKERTONS INC,1,1
PIONEER GROUP,PIONEER GROUP INC,1,1
PIONEER PLASTICS CORP,PIONEER PLASTICS CORP,1,1
PIONEER PLASTICS CORP.,PIONEER PLASTICS CORP,1,1
PIPER AIRCRAFT,PIPER AIRCRAFT CORP,1,1
PIPER AIRCRAFT CO,PIPER AIRCRAFT CORP,1,1
PIPER AIRCRAFT CORP,PIPER AIRCRAFT CORP,1,1
"PIPER INDUSTRIES, INC",PIPER INDUSTRIES INC,1,1
"PITT-DES MOINES, INC.",PITT-DES MOINES INC,1,1
PIZZA HUT,PIZZA HUT INC,1,1
"PLASTIC CONTAINERS, INC.",PLASTIC CONTAINERS INC,1,1
"PLAYERS INTERNATIONAL, INC.",PLAYERS INTERNATIONAL INC,1,1
PLAZA REALTY INVESTORS,PLAZA REALTY INVESTORS,1,1
PLOUGH INC,PLOUGH INC,1,1
"PLUM CREEK TIMBER CO, INC",PLUM CREEK TIMBER CO INC,1,1
PNEUMATIC SCALE CORP.,PNEUMATIC SCALE CORP,1,1
POLARIS INDUSTRIES,POLARIS INDUSTRIES INC,1,1
"POLARIS INDUSTRIES, INC",POLARIS INDUSTRIES INC,1,1
"POLK AUDIO, INC.",POLK AUDIO INC,1,1
POLORON PRODUCTS INC,POLORON PRODUCTS INC,1,1
POLYMER CORPORATION,POLYMER CORP,1,1
"POLYMER SERVICE, INC.",POLYMER CORP,1,1
PONDEROSA CORP.,PONDEROSA INC,1,1
POPE & TALBOT INC.,POPE & TALBOT INC,1,1
POREX TECHNOLOGIES CORPORATION,POREX TECHNOLOGIES CORP,1,1
PORT HURON PAPER CO,PORT HURON PAPER CO,1,1
"PORTEC, INC.",PORTEC INC,1,1
PORTLAND GENERAL CORPORATION,GENERAL PORTLAND INC,1,1
PORTLAND GENERAL ELECTRIC,PORTLAND GENERAL ELECTRIC CO,1,1
POST CORP,POST CORP,1,1
POTOMAC EDISON CO,POTOMAC EDISON,1,1
POTOMAC EDISON CO.,POTOMAC EDISON,1,1
POTOMAC EDISON COMPANY,POTOMAC EDISON,1,1
POWELL INDUSTRIES,POWELL INDUSTRIES INC,1,1
"POWER RESOURCES, INC.",POWER RESOURCES CORP,1,1
POWER SERVICES INTERNATIONAL,INTERNATIONAL POWER PLC,1,1
"POWER-ONE, INC.",POWER-ONE INC,1,1
PPG INDUSTRIES,PPG INDUSTRIES INC,1,1
PPG INDUSTRIES INC,PPG INDUSTRIES INC,1,1
PPG INDUSTRIES INC.,PPG INDUSTRIES INC,1,1
"PPG INDUSTRIES, INC",PPG INDUSTRIES INC,1,1
"PPG INDUSTRIES, INC.",PPG INDUSTRIES INC,1,1
"PPG Industries, Inc.",PPG INDUSTRIES INC,1,1
PPl Montana,PPL MONTANA LLC,1,1
PRAXAIR,PRAXAIR INC,1,1
PRAXAIR INC.,PRAXAIR INC,1,1
"PRAXAIR, INC.",PRAXAIR INC,1,1
PREMIER SERVICES,PREMIER INC,1,1
"PREMIUM STANDARD FARMS, INC.",PREMIUM STANDARD FARMS INC,1,1
PRICE CO.,PRICE CO,1,1
PRICE COMPANY,PRICE CO,1,1
PRIME INC,PRIME SERVICE INC,1,1
PRIME INC.,PRIME SERVICE INC,1,1
PRIME LABS,PRIME SERVICE INC,1,1
"PRINTPACK, INC",PRINTPACK INC,1,1
"PRINTPACK, INC.",PRINTPACK INC,1,1
"PRIVATE BRANDS, INC.",PRIVATE BRANDS INC,1,1
PROCTER & GAMBLE,PROCTER & GAMBLE CO,1,1
PROLER INTERNATIONAL CORP,PROLER INTERNATIONAL CORP,1,1
PROLER INTERNATIONAL CORPORATION,PROLER INTERNATIONAL CORP,1,1
PROVIDENCE GAS CO.,PROVIDENCE GAS CO,1,1
PROVINCIAL HOUSE,PROVINCIAL HOUSE INC,1,1
"PROVINCIAL HOUSE, INC.",PROVINCIAL HOUSE INC,1,1
PTC CORP,PTC INC,1,1
